Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
38	no	yes	0.02	0.05	0.07	0.03	1.0	1.0	0.55	0.02	0.02	0.02	0.94	1.0
50	no	yes	0.05	0.43	0.01	0.0	1.0	1.0	0.34	0.13	0.0	0.07	0.47	1.0
25	no	no	0.03	0.06	-0.05	-0.06	1.0	1.0	0.3	0.16	0.0	0.16	0.96	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.54	0.22	0.0	0.0	1.0	0.97
13	no	no	0.1	0.38	0.26	-0.37	1.0	1.0	0.16	0.09	0.0	0.01	0.94	0.97
50	no	yes	0.0	0.5	0.34	0.0	1.0	1.0	0.5	0.0	0.0	0.0	0.98	0.88
25	no	no	0.06	0.13	0.0	0.0	1.0	0.5	0.57	0.19	0.0	0.01	0.0	0.98
-12	yes	no	0.22	0.3	0.0	0.0	1.0	1.0	0.01	0.02	0.0	0.01	0.94	0.91
0	no	no	0.03	0.0	0.0	0.0	1.0	1.0	0.34	0.65	0.0	0.0	0.85	1.0
-25	no	no	0.0	0.19	0.0	0.0	1.0	1.0	0.12	0.01	0.0	0.42	0.95	1.0
0	yes	yes	0.29	0.29	0.0	0.0	1.0	0.5	0.02	0.03	0.0	0.0	1.0	0.9
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.24	0.47	0.0	0.0	0.67	1.0
25	no	yes	0.02	0.42	0.0	0.0	1.0	1.0	0.14	0.02	0.0	0.0	0.91	1.0
-25	yes	no	0.32	0.04	-0.34	-0.43	1.0	1.0	0.01	0.1	0.0	0.0	1.0	0.83
-25	no	no	0.16	0.18	NaN	NaN	1.0	1.0	0.13	0.44	0.0	0.0	1.0	1.0
25	yes	yes	0.38	0.31	-0.36	-0.1	1.0	1.0	0.2	0.01	0.01	0.0	0.79	0.96
0	yes	yes	0.26	0.33	0.0	0.0	1.0	1.0	0.04	0.01	0.0	0.01	1.0	1.0
-50	yes	no	0.35	0.07	-0.02	0.0	1.0	1.0	0.01	0.53	0.0	0.0	1.0	0.64
-25	no	no	0.15	0.16	0.0	0.7	1.0	1.0	0.04	0.04	0.0	0.0	1.0	1.0
0	yes	yes	0.26	0.22	0.04	-0.04	1.0	1.0	0.16	0.03	0.0	0.0	0.99	0.96
0	yes	yes	0.23	0.26	-0.64	-0.75	1.0	1.0	0.0	0.0	0.0	0.0	0.92	1.0
0	no	no	0.1	0.12	0.04	0.0	0.01	0.02	0.03	0.04	0.29	0.21	1.0	1.0
0	yes	yes	0.3	0.26	0.15	0.0	1.0	1.0	0.01	0.01	0.01	0.01	0.98	1.0
25	no	no	0.13	0.16	0.11	0.0	1.0	1.0	0.61	0.11	0.0	0.0	0.98	0.98
0	no	no	0.02	0.08	0.0	0.0	1.0	1.0	0.9	0.35	0.0	0.0	0.4	0.62
50	no	yes	0.0	0.4	0.05	0.0	1.0	1.0	0.55	0.02	0.0	0.02	0.36	0.97
-13	no	no	0.2	0.04	0.0	0.0	1.0	1.0	0.02	0.04	0.02	0.0	1.0	0.89
25	no	yes	0.03	0.41	-0.09	0.0	1.0	0.5	0.19	0.1	0.01	0.01	1.0	0.93
0	no	yes	0.38	0.19	0.37	-0.92	1.0	1.0	0.02	0.06	0.0	0.04	0.94	1.0
-12	yes	yes	0.28	0.15	-0.01	-0.01	1.0	1.0	0.04	0.04	0.02	0.02	1.0	1.0
12	no	yes	0.31	0.28	0.0	0.0	1.0	1.0	0.06	0.03	0.0	0.0	0.99	0.99
0	yes	yes	0.09	0.09	0.0	0.0	1.0	1.0	0.14	0.09	0.0	0.0	1.0	0.91
-25	no	no	0.02	0.07	-0.45	0.5	1.0	1.0	0.14	0.09	0.0	0.0	1.0	1.0
-50	yes	no	0.26	0.07	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.36	0.84	1.0
-50	yes	no	0.23	0.05	0.27	0.0	1.0	1.0	0.05	0.14	0.0	0.26	0.95	0.67
38	no	yes	0.02	0.13	0.0	0.0	1.0	1.0	0.53	0.12	0.0	0.0	1.0	1.0
0	yes	yes	0.16	0.13	-0.18	0.0	1.0	1.0	0.0	0.0	0.0	0.03	0.98	0.83
0	yes	yes	0.16	0.16	-0.12	-0.14	1.0	0.5	0.07	0.02	0.0	0.0	0.94	0.97
25	no	yes	0.03	0.46	-0.29	0.16	1.0	1.0	0.53	0.21	0.0	0.06	1.0	0.83
-13	no	no	0.21	0.2	0.0	0.0	1.0	1.0	0.11	0.15	0.08	0.07	0.94	0.84
38	no	no	0.13	0.21	-0.01	0.0	1.0	1.0	0.22	0.04	0.0	0.01	1.0	1.0
0	no	no	0.08	0.08	0.0	0.0	1.0	1.0	0.33	0.35	0.0	0.0	0.88	1.0
12	yes	yes	0.18	0.33	0.0	0.0	1.0	1.0	0.13	0.13	0.0	0.0	1.0	1.0
0	no	yes	0.02	0.21	-0.05	1.09	1.0	0.03	0.27	0.0	0.0	0.14	1.0	1.0
0	no	no	0.01	0.04	0.0	0.0	1.0	1.0	0.04	0.04	0.0	0.0	1.0	0.92
-25	yes	no	0.21	0.01	0.28	-0.01	1.0	1.0	0.13	0.19	0.07	0.0	1.0	1.0
0	yes	yes	0.22	0.38	-0.33	-0.39	1.0	1.0	0.06	0.09	0.0	0.01	1.0	0.97
0	yes	yes	0.12	0.12	0.0	0.0	1.0	0.5	0.15	0.12	0.0	0.0	0.95	0.95
0	yes	yes	0.49	0.46	-0.01	-0.02	1.0	1.0	0.01	0.02	0.0	0.02	1.0	0.81
0	no	no	0.0	0.05	0.0	-0.11	1.0	1.0	0.04	0.49	0.0	0.0	0.71	1.0
-25	yes	yes	0.13	0.14	1.15	0.94	1.0	1.0	0.17	0.59	0.02	0.03	1.0	0.96
0	yes	yes	0.4	0.32	0.0	0.0	1.0	1.0	0.0	0.0	0.02	0.03	0.89	0.98
0	no	no	0.04	0.06	-0.22	0.0	1.0	1.0	0.56	0.48	0.01	0.01	1.0	0.95
0	no	no	0.0	0.0	0.0	NaN	1.0	1.0	0.65	0.57	0.0	0.0	0.44	0.23
0	yes	yes	0.36	0.22	0.0	0.0	1.0	1.0	0.09	0.07	0.0	0.05	0.9	0.93
50	no	yes	0.0	0.41	0.0	0.0	1.0	1.0	0.71	0.01	0.0	0.0	1.0	1.0
12	yes	yes	0.19	0.37	0.0	0.0	1.0	1.0	0.03	0.01	0.0	0.03	0.92	0.99
38	no	yes	0.01	0.02	0.0	0.0	1.0	1.0	0.27	0.04	0.0	0.0	1.0	0.99
-25	no	no	0.04	0.1	0.0	-0.04	1.0	1.0	0.13	0.87	0.0	0.0	1.0	1.0
25	no	no	0.01	0.02	0.59	0.23	1.0	1.0	0.44	0.65	0.0	0.0	0.93	0.34
13	no	yes	0.0	0.01	0.0	0.0	0.13	1.0	0.93	0.72	0.0	0.0	0.09	0.41
-25	yes	no	0.32	0.03	0.0	0.0	1.0	1.0	0.01	0.0	0.0	0.07	0.97	1.0
50	no	yes	0.02	0.43	0.0	0.0	1.0	1.0	0.29	0.03	0.0	0.01	0.93	1.0
0	yes	no	0.03	0.34	0.0	NaN	1.0	0.5	0.14	0.01	0.0	0.0	1.0	1.0
13	no	no	0.07	0.22	0.0	0.0	0.5	0.25	0.46	0.23	0.01	0.03	1.0	0.67
50	no	yes	0.02	0.45	-1.17	0.25	1.0	1.0	0.49	0.0	0.0	0.0	0.93	0.91
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.8	0.34	0.0	0.0	0.0	0.29
0	no	no	0.0	0.01	0.0	0.0	1.0	1.0	0.84	0.93	0.0	0.0	0.97	0.24
0	no	no	0.01	0.14	0.12	0.0	1.0	1.0	0.15	0.26	0.0	0.0	0.72	0.99
0	yes	yes	0.42	0.43	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.97
-25	yes	yes	0.3	0.41	0.0	0.0	0.5	0.13	0.03	0.02	0.03	0.01	1.0	0.71
0	no	no	0.1	0.12	0.0	0.0	1.0	1.0	0.2	0.09	0.0	0.02	1.0	1.0
-13	no	no	0.2	0.09	-0.03	0.0	1.0	1.0	0.06	0.04	0.0	0.02	1.0	1.0
0	no	no	0.17	0.02	0.0	0.0	1.0	1.0	0.38	0.61	0.02	0.0	1.0	0.73
38	no	yes	0.18	0.11	0.06	-0.16	1.0	1.0	0.38	0.02	0.02	0.06	0.66	1.0
0	no	no	0.01	0.06	0.0	-0.02	1.0	1.0	0.41	0.21	0.0	0.0	0.38	1.0
0	yes	yes	0.25	0.21	0.0	0.0	1.0	1.0	0.05	0.02	0.0	0.03	0.92	0.99
0	yes	yes	0.11	0.14	-0.03	0.04	1.0	1.0	0.01	0.01	0.05	0.02	1.0	1.0
0	no	no	0.07	0.14	0.0	0.0	1.0	1.0	0.23	0.25	0.0	0.03	0.83	0.61
0	no	no	0.36	0.29	0.0	0.0	1.0	1.0	0.07	0.08	0.01	0.01	1.0	0.92
0	no	no	0.39	0.4	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.01	0.96	1.0
-38	yes	no	0.17	0.0	0.0	NaN	1.0	1.0	0.0	0.83	0.0	0.0	1.0	0.67
-50	yes	no	0.4	0.06	0.17	0.49	1.0	1.0	0.02	0.02	0.0	0.03	1.0	1.0
0	no	no	0.16	0.07	0.0	-0.0	1.0	1.0	0.0	0.16	0.0	0.0	0.92	0.98
0	yes	yes	0.22	0.37	-0.0	0.0	1.0	1.0	0.01	0.02	0.01	0.0	0.98	1.0
-25	no	no	0.25	0.21	-1.06	-0.19	1.0	1.0	0.18	0.22	0.03	0.01	1.0	1.0
0	yes	yes	0.46	0.47	0.23	0.23	1.0	1.0	0.07	0.06	0.06	0.06	1.0	1.0
-12	yes	yes	0.37	0.2	-0.02	0.01	1.0	1.0	0.13	0.04	0.02	0.05	1.0	1.0
-25	no	no	0.39	0.49	-0.4	0.41	1.0	1.0	0.06	0.19	0.0	0.0	1.0	1.0
13	no	no	0.07	0.39	0.0	-0.0	1.0	1.0	0.03	0.03	0.0	0.0	0.94	0.94
0	no	no	0.06	0.06	-0.0	0.0	0.25	1.0	0.23	0.35	0.15	0.15	1.0	0.97
-37	yes	yes	0.48	0.14	0.0	0.0	1.0	1.0	0.03	0.66	0.01	0.03	0.93	1.0
12	yes	yes	0.16	0.22	0.0	0.0	1.0	1.0	0.01	0.02	0.0	0.0	1.0	1.0
0	yes	yes	0.09	0.12	-0.35	-0.31	1.0	1.0	0.02	0.0	0.02	0.01	0.94	0.92
0	no	no	0.0	0.0	NaN	0.0	1.0	1.0	0.47	0.56	0.0	0.01	1.0	1.0
0	no	no	0.3	0.31	-0.02	-0.15	1.0	1.0	0.08	0.13	0.0	0.01	0.99	0.98
-25	yes	no	0.4	0.06	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
12	yes	yes	0.08	0.41	0.27	-21.36	1.0	1.0	0.04	0.05	0.0	0.01	1.0	1.0
0	no	no	0.04	0.14	0.0	0.83	1.0	1.0	0.25	0.03	0.0	0.01	1.0	1.0
-25	no	no	0.09	0.12	0.0	0.0	1.0	1.0	0.2	0.43	0.0	0.0	1.0	1.0
-25	yes	yes	0.19	0.02	-0.57	0.0	1.0	1.0	0.03	0.65	0.0	0.0	0.94	0.48
-25	no	no	0.05	0.06	3.61	6.54	1.0	1.0	0.1	0.06	0.02	0.31	0.98	1.0
-13	no	no	0.28	0.03	0.0	0.0	1.0	1.0	0.25	0.68	0.01	0.0	0.86	0.28
0	yes	yes	0.41	0.36	0.0	0.0	1.0	1.0	0.01	0.01	0.01	0.01	1.0	0.96
38	no	yes	0.08	0.18	0.0	0.0	1.0	1.0	0.19	0.01	0.01	0.01	0.44	1.0
-50	yes	no	0.29	0.03	0.0	0.0	1.0	1.0	0.04	0.03	0.0	0.59	0.98	0.95
-37	yes	no	0.21	0.35	0.0	0.0	1.0	0.01	0.03	0.11	0.03	0.04	1.0	0.97
0	no	no	0.32	0.33	0.0	0.0	1.0	1.0	0.29	0.48	0.01	0.0	1.0	1.0
0	yes	yes	0.4	0.2	0.0	0.0	1.0	1.0	0.01	0.0	0.02	0.0	0.96	1.0
0	no	no	0.05	0.04	-0.04	-0.1	1.0	1.0	0.85	0.88	0.0	0.0	0.17	0.15
-50	yes	no	0.47	0.01	0.0	0.0	1.0	1.0	0.02	0.48	0.0	0.0	1.0	0.42
12	yes	yes	0.18	0.4	0.0	-0.13	1.0	1.0	0.1	0.02	0.0	0.0	0.97	0.94
0	no	no	0.01	0.03	0.0	0.03	1.0	1.0	0.33	0.4	0.01	0.01	1.0	1.0
-13	no	yes	0.29	0.28	0.0	0.0	1.0	1.0	0.08	0.08	0.02	0.05	0.98	0.79
25	no	yes	0.12	0.27	0.0	0.0	1.0	1.0	0.08	0.11	0.01	0.0	0.97	1.0
0	no	no	0.26	0.28	0.0	0.0	1.0	1.0	0.0	0.0	0.01	0.0	1.0	0.94
12	yes	yes	0.17	0.39	-0.18	-0.16	1.0	1.0	0.03	0.0	0.0	0.0	0.82	1.0
-25	no	no	0.07	0.05	0.0	0.0	1.0	1.0	0.18	0.4	0.01	0.0	1.0	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.74	0.88	0.0	0.0	1.0	0.12
0	yes	yes	0.36	0.44	0.4	0.29	1.0	1.0	0.01	0.08	0.0	0.01	0.98	1.0
13	yes	yes	0.4	0.16	0.0	0.01	1.0	1.0	0.25	0.14	0.0	0.0	1.0	1.0
0	yes	yes	0.5	0.5	-0.73	0.17	1.0	1.0	0.06	0.06	0.0	0.0	1.0	0.95
-25	yes	no	0.41	0.09	-2.22	-2.02	1.0	1.0	0.15	0.08	0.03	0.03	1.0	0.82
12	yes	yes	0.17	0.22	0.0	0.0	1.0	1.0	0.23	0.27	0.0	0.0	0.71	0.92
0	yes	yes	0.34	0.25	0.0	0.0	1.0	1.0	0.02	0.03	0.0	0.0	1.0	1.0
0	yes	yes	0.41	0.45	0.05	0.0	1.0	1.0	0.06	0.06	0.01	0.01	1.0	1.0
-12	yes	yes	0.42	0.13	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.99	0.99
-25	no	no	0.17	0.09	0.0	0.0	1.0	1.0	0.01	0.51	0.1	0.06	1.0	1.0
-25	yes	yes	0.02	0.1	0.34	0.17	1.0	1.0	0.13	0.27	0.0	0.07	1.0	1.0
0	no	no	0.05	0.07	0.0	-0.09	1.0	1.0	0.07	0.11	0.0	0.0	0.88	0.93
13	no	no	0.01	0.32	0.0	-1.37	1.0	1.0	0.22	0.02	0.01	0.78	0.97	1.0
25	no	yes	0.02	0.24	-0.0	-0.07	1.0	1.0	0.17	0.04	0.0	0.01	0.95	1.0
-12	no	yes	0.02	0.05	0.0	0.34	1.0	1.0	0.1	0.79	0.0	0.0	1.0	0.73
38	no	yes	0.05	0.13	-0.07	-1.08	1.0	1.0	0.29	0.16	0.0	0.03	0.62	0.84
-13	no	yes	0.32	0.26	-0.1	1.1	0.13	1.0	0.02	0.05	0.0	0.0	1.0	1.0
38	no	yes	0.02	0.2	0.0	0.0	1.0	1.0	0.49	0.04	0.0	0.0	0.68	0.95
0	yes	yes	0.41	0.32	0.0	0.0	1.0	1.0	0.01	0.0	0.0	0.0	1.0	1.0
50	no	yes	0.02	0.31	0.0	0.0	1.0	1.0	0.45	0.05	0.0	0.02	0.97	1.0
38	no	yes	0.0	0.14	0.01	0.0	1.0	1.0	0.43	0.04	0.0	0.01	0.22	0.92
50	no	yes	0.03	0.32	-12.21	0.0	1.0	1.0	0.51	0.13	0.0	0.13	1.0	1.0
-25	no	no	0.01	0.04	0.0	0.0	1.0	1.0	0.14	0.23	0.0	0.02	1.0	1.0
-25	no	no	0.36	0.38	0.0	0.0	1.0	1.0	0.02	0.58	0.06	0.05	1.0	1.0
0	yes	yes	0.45	0.33	0.02	0.0	1.0	1.0	0.11	0.02	0.0	0.01	1.0	1.0
-25	no	no	0.08	0.16	0.06	0.02	1.0	1.0	0.06	0.22	0.0	0.0	0.98	0.89
0	no	no	0.02	0.0	0.0	0.0	1.0	1.0	0.39	0.7	0.0	0.0	0.77	0.46
0	yes	yes	0.28	0.28	-0.03	0.0	1.0	1.0	0.0	0.01	0.0	0.02	0.93	0.95
-13	no	yes	0.22	0.2	0.0	0.0	1.0	1.0	0.04	0.1	0.05	0.2	1.0	0.73
-25	no	no	0.12	0.1	0.0	0.0	1.0	1.0	0.17	0.32	0.0	0.09	1.0	0.74
13	yes	no	0.45	0.32	0.0	0.0	1.0	1.0	0.02	0.02	0.02	0.05	0.78	1.0
-12	no	yes	0.04	0.03	0.0	0.0	0.5	0.03	0.49	0.18	0.0	0.33	0.0	0.0
-25	yes	yes	0.32	0.22	0.01	0.0	1.0	1.0	0.0	0.23	0.0	0.0	0.99	0.97
13	no	no	0.02	0.44	0.0	0.0	1.0	1.0	0.01	0.04	0.07	0.0	1.0	1.0
50	no	yes	0.0	0.33	0.0	0.0	1.0	1.0	0.55	0.06	0.0	0.0	0.45	0.95
0	no	no	0.06	0.04	-1.61	NaN	1.0	1.0	0.27	0.34	0.0	0.0	0.97	0.97
0	yes	yes	0.33	0.28	0.0	0.0	1.0	1.0	0.02	0.09	0.01	0.01	0.95	0.92
-50	yes	no	0.5	0.05	0.0	0.0	1.0	1.0	0.03	0.21	0.0	0.22	0.92	1.0
0	yes	yes	0.37	0.31	0.0	1.51	1.0	1.0	0.09	0.08	0.05	0.05	1.0	0.99
12	yes	yes	0.06	0.5	0.0	0.07	1.0	1.0	0.05	0.02	0.01	0.04	1.0	0.99
0	no	no	0.31	0.28	0.06	0.06	1.0	0.5	0.07	0.1	0.01	0.01	0.94	0.96
25	yes	yes	0.27	0.32	0.0	0.0	1.0	1.0	0.02	0.19	0.02	0.07	0.0	1.0
-25	yes	yes	0.37	0.41	0.0	0.11	1.0	1.0	0.05	0.39	0.0	0.05	1.0	1.0
12	no	yes	0.38	0.41	0.01	0.02	1.0	1.0	0.02	0.08	0.0	0.0	1.0	1.0
0	no	no	0.01	0.04	-0.03	0.0	1.0	1.0	0.76	0.07	0.01	0.07	0.4	0.46
0	no	no	0.02	0.09	-0.34	-0.27	1.0	1.0	0.13	0.01	0.0	0.01	0.97	1.0
-50	yes	no	0.38	0.03	-3.12	0.0	1.0	1.0	0.07	0.48	0.0	0.0	0.97	0.71
0	yes	yes	0.42	0.21	0.0	0.0	1.0	1.0	0.03	0.01	0.01	0.0	1.0	0.95
12	yes	yes	0.12	0.31	0.0	0.0	1.0	1.0	0.39	0.24	0.0	0.0	0.95	0.64
25	yes	yes	0.28	0.44	-0.04	-0.01	1.0	1.0	0.02	0.05	0.03	0.02	0.75	0.87
0	yes	yes	0.34	0.27	-0.06	0.0	1.0	1.0	0.0	0.0	0.02	0.02	1.0	0.95
50	no	yes	0.01	0.46	0.04	-0.08	1.0	1.0	0.2	0.0	0.0	0.0	0.76	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.36	0.43	0.0	0.0	0.71	0.71
0	yes	yes	0.11	0.11	0.0	0.05	1.0	1.0	0.05	0.07	0.02	0.01	0.97	0.94
0	no	no	0.14	0.09	0.0	0.0	1.0	1.0	0.01	0.16	0.0	0.13	1.0	0.99
0	yes	yes	0.35	0.29	0.3	0.0	1.0	1.0	0.12	0.09	0.0	0.12	1.0	0.99
-25	no	no	0.12	0.1	0.02	-0.16	1.0	1.0	0.04	0.87	0.0	0.0	1.0	1.0
25	no	no	0.1	0.04	0.0	0.01	1.0	1.0	0.22	0.03	0.0	0.03	1.0	1.0
0	no	no	0.02	0.02	0.0	0.0	1.0	1.0	0.15	0.19	0.01	0.01	0.91	0.9
-25	no	no	0.03	0.0	0.0	0.0	1.0	1.0	0.06	0.52	0.0	0.0	0.92	0.63
50	no	yes	0.04	0.43	-0.05	0.35	1.0	1.0	0.39	0.1	0.0	0.0	1.0	1.0
0	no	no	0.02	0.01	-0.0	0.0	1.0	1.0	0.42	0.61	0.0	0.0	0.93	0.43
25	no	yes	0.15	0.3	-2.35	0.0	1.0	1.0	0.08	0.09	0.0	0.0	0.82	1.0
0	yes	yes	0.47	0.47	0.0	0.0	1.0	1.0	0.07	0.06	0.02	0.02	1.0	1.0
25	no	yes	0.03	0.43	0.0	0.01	1.0	1.0	0.0	0.0	0.01	0.0	0.97	0.84
50	no	yes	0.01	0.33	-0.04	-0.03	1.0	1.0	0.66	0.0	0.01	0.0	1.0	1.0
-25	no	no	0.31	0.33	0.0	0.0	1.0	1.0	0.03	0.17	0.01	0.3	0.8	0.74
0	yes	yes	0.47	0.45	-0.08	-0.08	1.0	1.0	0.03	0.03	0.01	0.0	1.0	1.0
25	no	yes	0.0	0.22	0.0	0.0	1.0	1.0	0.38	0.01	0.01	0.65	0.97	1.0
-12	yes	yes	0.34	0.17	0.0	0.0	1.0	1.0	0.05	0.06	0.01	0.01	0.99	0.96
25	no	yes	0.0	0.23	0.0	0.0	1.0	1.0	0.47	0.06	0.0	0.29	0.69	1.0
-12	yes	no	0.5	0.39	-0.12	-0.22	1.0	1.0	0.04	0.01	0.0	0.03	1.0	1.0
-12	yes	no	0.5	0.42	-0.1	0.0	1.0	1.0	0.06	0.03	0.0	0.03	0.93	1.0
25	no	yes	0.14	0.32	0.0	0.0	1.0	1.0	0.16	0.07	0.01	0.01	0.93	0.85
0	no	no	0.01	0.17	0.0	0.0	1.0	1.0	0.05	0.0	0.0	0.14	0.97	0.99
25	yes	yes	0.25	0.3	0.0	-0.15	1.0	1.0	0.21	0.03	0.0	0.0	1.0	0.97
0	yes	yes	0.17	0.12	0.0	0.0	1.0	1.0	0.11	0.15	0.0	0.0	1.0	1.0
13	no	yes	0.08	0.04	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	no	no	0.04	0.03	0.0	0.0	1.0	1.0	0.13	0.17	0.0	0.01	1.0	0.97
50	no	yes	0.07	0.35	0.35	0.05	1.0	1.0	0.41	0.11	0.0	0.01	0.68	0.99
13	no	yes	0.18	0.2	-0.23	-0.26	1.0	1.0	0.0	0.13	0.0	0.02	0.92	0.99
0	yes	yes	0.14	0.18	0.0	0.0	1.0	1.0	0.1	0.07	0.02	0.0	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.5	0.0	0.0	1.0	0.5
0	yes	yes	0.43	0.48	0.01	0.06	1.0	1.0	0.06	0.05	0.0	0.01	1.0	0.96
0	yes	yes	0.49	0.49	-0.42	-0.04	1.0	1.0	0.09	0.05	0.01	0.01	0.83	0.96
50	no	yes	0.07	0.39	-0.68	0.0	1.0	1.0	0.29	0.01	0.0	0.01	0.98	0.91
-25	yes	yes	0.13	0.17	0.0	0.0	1.0	1.0	0.02	0.05	0.0	0.33	1.0	1.0
0	no	no	0.04	0.04	0.0	0.0	1.0	1.0	0.03	0.02	0.0	0.0	0.98	0.99
0	yes	yes	0.29	0.29	0.0	0.0	1.0	1.0	0.01	0.02	0.06	0.06	1.0	1.0
0	yes	yes	0.31	0.32	0.1	0.08	1.0	1.0	0.02	0.04	0.0	0.0	1.0	0.88
0	yes	yes	0.38	0.39	0.0	0.0	1.0	1.0	0.04	0.01	0.0	0.0	1.0	1.0
50	no	yes	0.01	0.3	0.0	0.0	1.0	1.0	0.27	0.06	0.0	0.0	0.84	1.0
-50	yes	no	0.23	0.09	-0.02	-0.27	1.0	1.0	0.11	0.62	0.0	0.0	1.0	0.94
0	yes	yes	0.14	0.13	0.0	0.0	1.0	1.0	0.0	0.0	0.02	0.0	0.92	0.95
12	no	yes	0.27	0.4	0.0	0.0	1.0	1.0	0.02	0.02	0.02	0.0	1.0	1.0
0	no	no	0.04	0.04	0.0	0.0	1.0	1.0	0.61	0.56	0.01	0.01	1.0	0.43
0	yes	yes	0.24	0.27	-0.35	-0.26	1.0	1.0	0.04	0.05	0.0	0.0	1.0	0.97
0	no	no	0.01	0.06	0.0	-0.1	1.0	1.0	0.33	0.43	0.01	0.0	1.0	1.0
25	no	yes	0.03	0.37	0.0	0.0	1.0	1.0	0.31	0.06	0.0	0.04	1.0	0.79
25	no	no	0.02	0.04	0.0	0.0	1.0	1.0	0.47	0.14	0.02	0.0	0.56	0.86
25	no	no	0.0	0.04	0.0	0.0	1.0	1.0	0.87	0.0	0.03	0.03	0.27	1.0
-13	no	no	0.22	0.16	0.0	0.0	1.0	1.0	0.02	0.18	0.0	0.0	1.0	1.0
12	no	yes	0.31	0.41	0.0	0.0	1.0	1.0	0.08	0.06	0.0	0.03	0.96	1.0
38	no	no	0.0	0.39	0.0	-0.01	1.0	1.0	0.68	0.04	0.0	0.0	1.0	0.99
13	no	no	0.06	0.29	0.0	-0.03	1.0	1.0	0.05	0.01	0.01	0.01	0.94	0.96
0	yes	yes	0.28	0.24	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.96	0.99
0	no	no	0.37	0.28	-0.06	0.0	1.0	1.0	0.1	0.0	0.0	0.02	0.94	1.0
-12	no	yes	0.02	0.14	0.0	-0.14	1.0	1.0	0.06	0.07	0.0	0.54	1.0	1.0
-50	yes	no	0.27	0.05	0.0	0.29	1.0	1.0	0.14	0.63	0.02	0.0	0.98	0.21
-25	yes	yes	0.48	0.41	-0.01	-0.02	1.0	1.0	0.0	0.0	0.0	0.01	1.0	0.76
0	no	no	0.44	0.37	0.12	0.11	1.0	1.0	0.13	0.13	0.0	0.01	1.0	1.0
50	no	yes	0.17	0.21	0.01	0.0	1.0	1.0	0.23	0.15	0.0	0.01	1.0	1.0
-25	no	no	0.01	0.07	0.0	0.52	1.0	1.0	0.41	0.03	0.0	0.05	0.57	0.77
0	yes	yes	0.12	0.09	0.0	0.01	1.0	1.0	0.32	0.38	0.0	0.02	0.38	0.28
38	no	no	0.05	0.31	0.0	0.02	1.0	0.13	0.74	0.19	0.0	0.06	0.11	0.99
0	yes	yes	0.12	0.07	-0.0	0.06	1.0	1.0	0.01	0.0	0.04	0.0	1.0	1.0
13	no	yes	0.09	0.03	-0.17	0.09	0.5	1.0	0.19	0.36	0.01	0.05	0.71	1.0
0	yes	yes	0.47	0.48	0.0	0.0	1.0	1.0	0.07	0.08	0.0	0.02	1.0	0.95
0	yes	yes	0.46	0.43	0.0	0.0	1.0	1.0	0.05	0.04	0.0	0.03	0.83	0.98
0	yes	yes	0.38	0.5	-0.26	-0.23	1.0	1.0	0.0	0.0	0.01	0.02	1.0	1.0
-12	yes	no	0.25	0.23	0.0	0.0	1.0	1.0	0.02	0.07	0.03	0.01	1.0	0.99
0	no	no	0.02	0.0	0.07	0.0	1.0	1.0	0.43	0.58	0.0	0.0	1.0	0.68
0	no	no	0.05	0.07	0.0	0.0	1.0	1.0	0.25	0.02	0.04	0.07	0.63	0.75
0	no	no	0.03	0.02	-0.08	-0.02	1.0	1.0	0.16	0.06	0.0	0.0	0.71	0.44
50	no	yes	0.03	0.35	-4.51	-0.02	1.0	1.0	0.58	0.07	0.03	0.15	0.41	1.0
0	no	no	0.12	0.08	-0.17	-0.23	1.0	1.0	0.1	0.05	0.1	0.0	1.0	1.0
25	no	yes	0.17	0.27	0.0	0.0	1.0	1.0	0.14	0.11	0.01	0.01	0.98	0.94
13	no	no	0.0	0.27	0.0	-0.04	1.0	1.0	0.64	0.12	0.0	0.0	0.83	0.76
0	no	no	0.01	0.09	0.0	-0.73	1.0	1.0	0.14	0.15	0.0	0.05	0.7	0.67
-13	no	yes	0.26	0.41	-1.03	-1.26	1.0	1.0	0.09	0.21	0.01	0.01	0.96	0.86
-25	yes	yes	0.38	0.45	0.0	0.0	1.0	1.0	0.04	0.07	0.0	0.4	1.0	1.0
